sex;age;race;marital-status;education;native-country;workclass;occupation;salary-class
Female;[41, 60];White;Divorced;Higher education;North America;Government;Nontechnical;<=50K
Female;[41, 60];White;Divorced;Higher education;North America;Government;Nontechnical;<=50K
Female;[41, 60];White;Divorced;Higher education;North America;Government;Nontechnical;<=50K
Female;[41, 60];White;Divorced;Higher education;North America;Government;Nontechnical;<=50K
Female;[41, 60];White;Divorced;Higher education;North America;Government;Nontechnical;<=50K
Female;[41, 60];White;Divorced;Higher education;North America;Government;Nontechnical;<=50K
Female;[41, 60];White;Divorced;Higher education;North America;Government;Nontechnical;<=50K
Female;[41, 60];White;Divorced;Higher education;North America;Government;Nontechnical;<=50K
Female;[41, 60];White;Divorced;Higher education;North America;Government;Nontechnical;<=50K
Female;[41, 60];White;Divorced;Higher education;North America;Government;Nontechnical;<=50K
Female;[41, 60];White;Divorced;Higher education;North America;Government;Nontechnical;<=50K
Female;[41, 60];White;Divorced;Higher education;North America;Government;Nontechnical;<=50K
Female;[41, 60];White;Divorced;Higher education;North America;Government;Nontechnical;<=50K
Female;[41, 60];White;Divorced;Higher education;North America;Government;Nontechnical;<=50K
Female;[41, 60];White;Divorced;Higher education;North America;Government;Nontechnical;<=50K
Female;[41, 60];White;Divorced;Higher education;North America;Government;Nontechnical;<=50K
Female;[41, 60];White;Divorced;Higher education;North America;Government;Nontechnical;<=50K
Female;[41, 60];White;Divorced;Higher education;North America;Government;Nontechnical;<=50K
Female;[41, 60];White;Divorced;Higher education;North America;Government;Nontechnical;<=50K
Female;[41, 60];White;Divorced;Higher education;North America;Government;Nontechnical;<=50K
Female;[41, 60];White;Divorced;Higher education;North America;Government;Nontechnical;<=50K
Female;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Female;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Female;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Female;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Female;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Female;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Female;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Female;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Female;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Female;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Female;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Female;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Female;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Female;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Female;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Female;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Female;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Female;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Female;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Female;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Female;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Female;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Female;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Female;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Female;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Divorced;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Divorced;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Divorced;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Divorced;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Divorced;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Divorced;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Divorced;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Divorced;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Divorced;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Divorced;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Divorced;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[41, 60];White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
Male;[21, 40];White;Never-married;Higher education;North America;Government;Nontechnical;<=50K
